# N3LO ptH {ptmin, ptmax, center, min, max, err}
0.0 10.0 0.00539999095294 0.00539724037333 0.00541296124706 2.47359276158e-06
10.0 20.0 0.0155528137059 0.0155406191333 0.0155833070588 8.41499352915e-06
20.0 30.0 0.0239198708824 0.0239048182667 0.0239657107059 9.31859988734e-06
30.0 40.0 0.0298190101765 0.0297990569286 0.0298695855294 8.28897926644e-06
40.0 50.0 0.0330809516471 0.0330682792667 0.0331404607059 1.49665487669e-05
50.0 60.0 0.0340147258235 0.0340029826 0.0340683692353 1.84900134439e-05
60.0 70.0 0.0330847110588 0.033074715 0.0331314804706 1.3372716396e-05
70.0 80.0 0.0308748254706 0.0308606842143 0.0309125381176 1.43772185163e-05
80.0 90.0 0.0279341094118 0.0279240429333 0.0279680687059 1.76990180591e-05
90.0 100.0 0.0246803587647 0.0246684053571 0.0247019976471 9.37598027895e-06
100.0 110.0 0.0214053625294 0.0213993546 0.0214261362941 1.33266067611e-05
110.0 120.0 0.0183055581176 0.0182997295 0.0183193009412 8.67433745224e-06
120.0 130.0 0.0154953306471 0.0154909691429 0.0155078474118 1.03569702009e-05
130.0 140.0 0.0130270787647 0.0130232415 0.0130373982353 6.94016020645e-06
140.0 150.0 0.0108901741765 0.0108876295333 0.0108983924706 8.10008639024e-06
150.0 160.0 0.00907141238235 0.00906872574 0.00907896917647 5.16579851091e-06
160.0 170.0 0.00754169098824 0.00754104913333 0.00754628227647 6.65585674894e-06
170.0 180.0 0.00626304365294 0.0062610561 0.00626622269412 4.77976130708e-06
180.0 190.0 0.00520295109412 0.00520153537857 0.00520682626471 4.53063450323e-06
190.0 200.0 0.00432480324706 0.00432380160667 0.00432755345882 4.17127633826e-06
200.0 210.0 0.00359974304118 0.00359843501333 0.00360119871176 3.89423273092e-06
210.0 220.0 0.00300171537647 0.00300119647143 0.00300375850588 3.58315042639e-06
220.0 230.0 0.00250665073529 0.00250593172 0.00250775839412 3.26506123601e-06
230.0 240.0 0.00210066028235 0.00209991059333 0.00210153099412 2.17867097052e-06
240.0 250.0 0.00176452420588 0.00176395608 0.00176550424706 1.95761955748e-06
250.0 260.0 0.00148384155294 0.0014831742 0.00148483542941 1.73660205398e-06
260.0 270.0 0.00125273495882 0.00125234232143 0.00125359635294 1.9623047024e-06
270.0 280.0 0.00106012867059 0.00105975768 0.00106104256471 1.95696390704e-06
280.0 290.0 0.000899728121176 0.000899237156 0.000900215587059 1.47271723704e-06
290.0 300.0 0.00076515935 0.000764544830667 0.000765502111765 1.44666361357e-06
300.0 310.0 0.000653256622353 0.000653001411333 0.000653836532353 1.37191489857e-06
310.0 320.0 0.000559164498824 0.000559111030714 0.000559675500714 1.04646948237e-06
320.0 330.0 0.000480078805294 0.000479792654 0.000480574841176 9.09242451145e-07
330.0 340.0 0.000412725655294 0.000412725655294 0.000412999382143 6.36983400472e-07
340.0 350.0 0.000356150774706 0.000356018652667 0.000356608217059 1.04308781595e-06
350.0 360.0 0.000307835095294 0.000307735177333 0.000308151118824 7.35860867786e-07
360.0 370.0 0.000266955012353 0.000266725712667 0.000267131638235 6.06925548868e-07
370.0 380.0 0.000232299753529 0.000232153112 0.000232421206429 7.90932319694e-07
380.0 390.0 0.000201867721765 0.000201701292 0.000201952133529 6.94793384065e-07
390.0 400.0 0.000176600187647 0.000176600187647 0.000176876810588 5.71378504742e-07
400.0 410.0 0.000154280628235 0.000154192283571 0.000154378043333 5.55530412019e-07
410.0 420.0 0.000135171373529 0.000135041105333 0.000135269437059 5.30048768251e-07
420.0 430.0 0.000118889471765 0.000118814365333 0.000119031719412 3.91303736058e-07
430.0 440.0 0.000104565927647 0.000104433553333 0.000104623131765 4.28234977838e-07
440.0 450.0 9.22425483529e-05 9.21994090667e-05 9.23664214706e-05 3.60792073576e-07
450.0 460.0 8.16177316471e-05 8.14957356429e-05 8.16217520714e-05 3.14378226304e-07
460.0 470.0 7.2300092e-05 7.22372538571e-05 7.23338587647e-05 3.77163096358e-07
470.0 480.0 6.39633058824e-05 6.38990835e-05 6.40191060588e-05 2.56232951291e-07
480.0 490.0 5.68664564118e-05 5.68664564118e-05 5.70011104706e-05 3.57191612079e-07
490.0 500.0 5.05639687647e-05 5.04864126667e-05 5.06094272353e-05 2.10646633996e-07
500.0 510.0 4.51186092941e-05 4.5094888e-05 4.51639152941e-05 2.22217094096e-07
510.0 520.0 4.02722827059e-05 4.01872746667e-05 4.02722827059e-05 2.33516840487e-07
520.0 530.0 3.59544977647e-05 3.59355416e-05 3.60043594286e-05 1.83373336711e-07
530.0 540.0 3.23583201176e-05 3.23364590667e-05 3.23910975e-05 2.01088800154e-07
540.0 550.0 2.88873808824e-05 2.88873808824e-05 2.89979620588e-05 1.9350530387e-07
550.0 560.0 2.59033302941e-05 2.58578646e-05 2.59482304286e-05 1.54476492085e-07
560.0 570.0 2.33722312353e-05 2.32997075e-05 2.34193205882e-05 2.01893972675e-07
570.0 580.0 2.1045435e-05 2.1045435e-05 2.11087282143e-05 2.14566299542e-07
580.0 590.0 1.89148105294e-05 1.88860697857e-05 1.89430646471e-05 1.86076351136e-07
590.0 600.0 1.71249178235e-05 1.71086651333e-05 1.71628211333e-05 1.43634553385e-07
600.0 610.0 1.54693092353e-05 1.54423990667e-05 1.55193413333e-05 1.14711092434e-07
610.0 620.0 1.40040382353e-05 1.3990762e-05 1.40254770667e-05 1.39449381708e-07
620.0 630.0 1.26517752353e-05 1.26466628667e-05 1.26797597143e-05 1.12267739063e-07
