1197.30,0.842105
1235.14,0.826511
1272.97,0.814815
1300.00,0.810916
1329.73,0.779727
1359.46,0.752437
1400.00,0.725146
1443.24,0.701754
1500.00,0.686160
1527.03,0.768031
1548.65,0.846004
1572.97,0.931774
1600.00,1.00975
1618.92,1.09552
1654.05,1.23197
1683.78,1.32943
1697.30,1.41131
1721.62,1.45809
1751.35,1.52047
1778.38,1.57115
1810.81,1.62183
1843.24,1.68031
1867.57,1.70760
1900.00,1.75828
1945.95,1.74659
2000.00,1.71150
2040.54,1.60624
2067.57,1.52827
2100.00,1.44639
2197.30,1.51267
2218.92,1.58285
2245.95,1.69201
2272.97,1.78558
2297.30,1.88694
2327.03,1.98051
2354.05,2.06238
2372.97,2.13645
2397.30,2.20663
2497.30,2.23392
2554.05,2.19883
2602.70,2.16764
2635.14,2.23782
2700.00,2.35867
2735.14,2.50292
